,id,product_id,customer_id,product_name,product_price,status
528,529,291237,815760,Tasty Chicken,84822582,returned
529,530,528757,664359,Incredible Chicken,33899986,in transit
530,531,207685,347549,Rustic Fish,11167746,delivered
531,532,29073,489669,Plastic Chips,84226116,cancelled
532,533,983422,478734,Shoes,47059190,returned
533,534,583103,752840,Refined Salad,83706513,delivered
534,535,253939,678432,Fish,7088086,in transit
535,536,392250,393673,Unbranded Pants,66908185,in transit
536,537,704118,276613,Intelligent Towels,5615197,in transit
537,538,835447,185298,Granite Chicken,53904112,returned
538,539,540407,275639,Shoes,67704417,pending
539,540,336374,186745,Concrete Cheese,28289092,in transit
540,541,351286,226031,Rubber Car,66476090,pending
541,542,401138,864877,Handcrafted Rubber Hat,67029968,returned
542,543,147729,948379,Licensed Sausages,3568131,returned
543,544,77654,504671,Concrete Shoes,49500898,returned
544,545,900349,927713,Car,81902429,delivered
545,546,131242,688795,Awesome Cheese,74399716,cancelled
546,547,701034,381675,Handcrafted Bacon,83063133,returned
547,548,646627,173226,Steel Keyboard,70030238,in transit
548,549,482357,322384,Small Soap,32628037,cancelled
549,550,700083,919470,Small Bike,14815664,delivered
550,551,315552,624655,New Frozen Pizza,68631311,cancelled
551,552,590614,645667,Used Fresh Gloves,1092587,in transit
552,553,123317,198499,For repair Sausages,66294096,pending
553,554,482357,923457,Small Soap,32628037,delivered
554,555,411167,242844,Licensed Wooden Computer,36815773,returned
555,556,280391,470366,Rustic Rubber Bacon,92953060,delivered
556,557,418292,682366,Rustic Hat,37553610,cancelled
557,558,956414,860567,Fantastic Fresh Shoes,81466598,delivered
558,559,342182,504671,Fantastic Steel Shoes,60616550,cancelled
559,560,718975,523685,Handmade Frozen Sausages,92096614,in transit
560,561,376531,830117,For repair Shirt,41542807,pending
561,562,95627,444418,Unbranded Soap,20260141,in transit
562,563,954609,906215,Awesome Concrete Tuna,48452098,delivered
563,564,146970,981620,Small Plastic Ball,61149726,returned
564,565,157204,513263,Plastic Towels,71704330,pending
565,566,710358,816498,Bacon,53257219,pending
566,567,678481,168382,Metal Chips,6389084,delivered
567,568,861290,138500,Handmade Salad,23056971,delivered
568,569,218010,569334,Handcrafted Rubber Shirt,49244755,delivered
569,570,572070,450823,Chair,27527503,in transit
570,571,46181,309123,Soft Pants,52020161,cancelled
571,572,482112,664359,Practical Cotton Chips,71360839,cancelled
572,573,598596,636076,Sleek Metal Keyboard,60041520,pending
573,574,461552,314395,Handcrafted Chips,67688538,pending
574,575,137697,705090,Wooden Fish,34370851,returned
575,576,417989,139450,Pants,53702900,cancelled
576,577,799481,138500,Car,24375420,cancelled
577,578,260442,450823,Cheese,50965620,cancelled
578,579,531788,897370,Handmade Sausages,82421433,delivered
579,580,179088,114552,Wooden Towels,74539472,in transit
580,581,799481,658702,Car,24375420,in transit
581,582,583103,214667,Refined Salad,83706513,returned
582,583,909864,457408,Fresh Bacon,19877909,in transit
583,584,642028,674227,Rubber Shoes,95549485,cancelled
584,585,54785,288738,Sausages,17420843,delivered
585,586,819397,650020,Cotton Table,13918722,returned
586,587,69453,889803,Awesome Bacon,68939313,delivered
587,588,383300,710961,Rubber Pants,409713,cancelled
588,589,691061,864187,Refined Computer,2761248,cancelled
589,590,588097,738640,Incredible Plastic Fish,85198716,cancelled
590,591,305646,889803,Fresh Chips,87681759,cancelled
591,592,604151,207998,Chair,53897300,returned
592,593,976530,561915,Handmade Cotton Fish,40162984,returned
593,594,73165,664556,Cotton Salad,60641501,in transit
594,595,802532,825038,Cotton Computer,2031024,in transit
595,596,505593,912482,Metal Keyboard,61199107,returned
596,597,599039,621484,Metal Tuna,54789999,returned
597,598,154472,567689,Unbranded Ball,87173703,delivered
598,599,419849,869681,Soft Soap,23836521,delivered
599,600,410083,523067,Steel Tuna,96052949,cancelled
600,601,91686,586102,Gorgeous Fresh Towels,87884377,cancelled
601,602,686354,520932,Pizza,52523153,pending
602,603,295928,760184,Handcrafted Gloves,48566088,in transit
603,604,122861,435922,Computer,49081839,pending
604,605,245976,306370,Tasty Car,80114397,in transit
605,606,68976,199583,Small Ball,69122942,cancelled
606,607,934233,334411,Gently Used Soft Mouse,41967593,delivered
607,608,621694,161606,Towels,93714317,in transit
608,609,426266,570965,Sleek Frozen Shirt,15880972,in transit
609,610,179088,693117,Wooden Towels,74539472,delivered
610,611,415223,706345,Incredible Fresh Mouse,12533688,pending
611,612,777343,685605,Gloves,48154568,in transit
612,613,839410,237350,For repair Frozen Bacon,76758394,returned
613,614,144593,613542,Gloves,68374146,cancelled
614,615,309248,501813,Cheese,47640751,returned
615,616,952976,397230,Awesome Frozen Towels,18058061,cancelled
616,617,328365,541210,Metal Towels,35225103,pending
617,618,951209,815435,Fish,12069672,delivered
618,619,645439,724118,Licensed Shirt,52013990,delivered
619,620,684298,940703,Granite Fish,42296755,in transit
620,621,61248,453771,Metal Sausages,16296806,returned
621,622,456955,950125,Chicken,55793723,returned
622,623,262494,428168,Soap,28129548,pending
623,624,611153,770124,Cotton Gloves,20454967,cancelled
624,625,453965,440943,Rubber Salad,35388704,returned
625,626,193385,224617,Computer,66400318,cancelled
626,627,864994,439441,Gently Used Sausages,61729368,pending
627,628,507759,441976,Fish,2498812,in transit
628,629,769918,615519,Chicken,13905164,in transit
629,630,853819,729608,Chair,15017730,pending
630,631,980564,458910,Frozen Bike,74032282,returned
631,632,602498,634430,Intelligent Chips,64493351,pending
632,633,702126,235288,Tasty Wooden Computer,74209938,returned
633,634,351164,389467,Incredible Frozen Bike,25064685,cancelled
634,635,12114,185518,Used Rubber Bike,53983218,returned
635,636,640101,956905,Gorgeous Rubber Tuna,69448716,cancelled
636,637,954609,730771,Awesome Concrete Tuna,48452098,in transit
637,638,533652,606042,Cheese,87625373,returned
638,639,858515,762116,Fresh Shirt,69185739,returned
639,640,555624,439176,Wooden Ball,82332897,pending
640,641,339673,359523,Refined Ball,35662739,delivered
641,642,115792,473058,Wooden Chair,9469426,delivered
642,643,769098,925714,New Bacon,73881328,returned
643,644,239579,300044,Used Pants,68123060,pending
644,645,713909,569334,Gorgeous Gloves,59934155,pending
645,646,471085,870446,Incredible Chair,16621524,pending
646,647,752616,397270,Chicken,73432760,cancelled
647,648,131426,423942,Fresh Tuna,99202064,pending
648,649,520809,630132,Generic Bike,63111543,in transit
649,650,384349,730774,Ergonomic Bacon,96827949,returned
650,651,343590,882053,Ergonomic Fish,51543889,delivered
651,652,608704,805428,Tasty Granite Chicken,93250492,delivered
652,653,577089,370880,Rubber Bike,80549693,delivered
653,654,517581,740545,Pizza,30509461,returned
654,655,916374,214601,Chips,62358751,pending
655,656,332547,319331,Refined Plastic Computer,74449443,pending
656,657,339271,489669,Pizza,49601140,returned
657,658,403401,690751,Pizza,14503780,cancelled
658,659,799481,156621,Car,24375420,in transit
659,660,328699,814674,Awesome Salad,30965909,cancelled
660,661,91485,925714,Refined Granite Table,98138404,delivered
661,662,659843,359523,Pizza,39207965,cancelled
662,663,633009,965352,Generic Cotton Fish,77404491,cancelled
663,664,591204,662626,Keyboard,38658275,returned
664,665,29449,804893,Soft Pants,6063082,in transit
665,666,545937,344226,Practical Plastic Mouse,17091611,pending
666,667,309270,150438,Gorgeous Steel Shirt,90538042,in transit
667,668,585088,404394,Plastic Shirt,67631143,cancelled
668,669,768313,850528,Car,11673892,delivered
669,670,768313,386763,Car,11673892,in transit
670,671,158110,678040,Awesome Gloves,91573775,in transit
671,672,575420,485514,Frozen Bike,11012529,in transit
672,673,758222,944864,Car,35030241,delivered
673,674,621694,730214,Towels,93714317,cancelled
674,675,822085,228712,Pizza,30020527,in transit
675,676,323741,890964,Ergonomic Plastic Hat,74172142,in transit
676,677,887529,652144,Licensed Cotton Towels,86159204,cancelled
677,678,596819,461950,Steel Bacon,38683677,in transit
678,679,465225,212062,Pizza,29453464,cancelled
679,680,332547,392610,Refined Plastic Computer,74449443,delivered
680,681,235733,569395,Cotton Pants,2774133,cancelled
681,682,336374,172215,Concrete Cheese,28289092,returned
682,683,763829,347549,Plastic Chair,51482409,delivered
683,684,80689,138500,Rustic Gloves,19766334,pending
684,685,458374,703234,Fantastic Concrete Pizza,59370023,cancelled
685,686,314482,749024,Wooden Shirt,93291603,pending
686,687,406113,890964,Steel Bike,74661561,cancelled
687,688,731515,559805,Intelligent Bike,82666291,delivered
688,689,124918,745183,Wooden Hat,93251469,pending
689,690,541458,198499,Pizza,38278234,cancelled
690,691,339271,246342,Pizza,49601140,returned
691,692,90977,769254,Gently Used Granite Salad,41782293,pending
692,693,611153,984503,Cotton Gloves,20454967,returned
693,694,877780,537071,Steel Cheese,39931552,delivered
694,695,556609,823049,Practical Pizza,14713532,delivered
695,696,988887,147366,Incredible Wooden Fish,31588887,in transit
696,697,379994,210420,Mouse,74899037,cancelled
697,698,416092,340753,Concrete Computer,15510182,delivered
698,699,377546,752979,Table,45240965,pending
699,700,441456,671921,Fish,91519546,cancelled
700,701,504400,226752,Handcrafted Fish,96416503,returned
701,702,951370,577388,Incredible Wooden Mouse,78577136,cancelled
702,703,934233,208870,Gently Used Soft Mouse,41967593,returned
703,704,332705,132873,Plastic Table,31619750,delivered
704,705,6735,178606,Ball,40693604,in transit
705,706,513595,273160,Incredible Soft Pizza,22490326,returned
706,707,822085,569219,Pizza,30020527,in transit
707,708,971389,215577,Refined Frozen Shoes,24476545,delivered
708,709,973641,368805,Pizza,90058872,cancelled
709,710,142876,923457,New Table,55239608,delivered
710,711,763829,275639,Plastic Chair,51482409,returned
711,712,822926,503112,Tuna,92190447,delivered
712,713,659718,459822,Tuna,60467293,in transit
713,714,417871,548642,Car,96221329,returned
714,715,94108,130236,Bacon,79092199,returned
715,716,65103,467854,Granite Fish,7139766,returned
716,717,495906,428168,Refined Granite Computer,16545143,pending
717,718,595291,588337,Towels,82097197,returned
718,719,983422,409991,Shoes,47059190,delivered
719,720,130751,752168,Steel Shoes,48399774,pending
720,721,46181,520932,Soft Pants,52020161,returned
721,722,772504,316328,Wooden Chicken,32780065,cancelled
722,723,4924,867192,Plastic Table,90795342,returned
723,724,426266,659532,Sleek Frozen Shirt,15880972,pending
724,725,941784,434819,Cotton Computer,8170246,delivered
725,726,959521,487343,Sausages,69488834,delivered
726,727,783723,248997,Fresh Ball,97942650,returned
727,728,530338,537071,Rubber Pants,42098641,delivered
728,729,825962,194785,Small Towels,57870440,pending
729,730,748808,288704,For repair Wooden Tuna,8355640,delivered
730,731,418292,606042,Rustic Hat,37553610,returned
731,732,123317,123341,For repair Sausages,66294096,pending
732,733,674643,822803,Small Keyboard,32231526,cancelled
733,734,158997,125332,Cheese,86207615,pending
734,735,774233,703987,Handcrafted Fresh Table,62397379,delivered
735,736,595291,439799,Towels,82097197,delivered
736,737,164500,839868,Awesome Fresh Chicken,10425970,pending
737,738,482627,879528,Bike,87088983,cancelled
738,739,598596,705090,Sleek Metal Keyboard,60041520,in transit
739,740,912366,623822,Soft Cheese,48699488,cancelled
740,741,756071,565413,New Mouse,58966790,delivered
741,742,578492,634430,Practical Gloves,73257866,returned
742,743,962417,163871,Cotton Bacon,31831156,in transit
743,744,411167,951817,Licensed Wooden Computer,36815773,in transit
744,745,522275,210463,Practical Soft Tuna,28938835,delivered
745,746,95627,753953,Unbranded Soap,20260141,in transit
746,747,807410,402347,Rubber Shirt,64049517,pending
747,748,111429,670087,Gently Used Chicken,1576026,cancelled
748,749,349561,634430,Rustic Metal Table,61075552,delivered
749,750,11927,362190,Soft Hat,62147414,returned
750,751,918068,503112,Fresh Chicken,88340393,pending
751,752,434231,296042,Plastic Gloves,36762761,delivered
752,753,799481,850548,Car,24375420,pending
753,754,529207,765148,Used Concrete Bacon,77463764,cancelled
754,755,80689,200212,Rustic Gloves,19766334,cancelled
755,756,163756,717028,Fresh Soap,86430687,pending
756,757,507759,791394,Fish,2498812,delivered
757,758,769872,325101,Gloves,5435847,cancelled
758,759,235733,436635,Cotton Pants,2774133,in transit
759,760,293458,389467,Rustic Plastic Bike,96411377,in transit
760,761,244730,918968,Used Steel Tuna,84159960,cancelled
761,762,465225,296500,Pizza,29453464,delivered
762,763,349645,515886,Wooden Mouse,15564115,delivered
763,764,416458,362190,Frozen Chair,89806499,in transit
764,765,147729,281509,Licensed Sausages,3568131,delivered
765,766,185101,742840,New Pants,67936648,in transit
766,767,337358,894029,Incredible Towels,66112246,in transit
767,768,625531,994692,Gorgeous Table,77954371,in transit
768,769,979301,200212,Cheese,45671240,in transit
769,770,448571,717452,Plastic Car,89852527,returned
770,771,114598,809117,Plastic Chips,17755687,in transit
771,772,146970,278707,Small Plastic Ball,61149726,returned
772,773,383838,621484,Tasty Cotton Gloves,57041245,cancelled
773,774,410171,836879,Tasty Chicken,86632616,pending
774,775,200006,139701,Unbranded Pants,47256230,pending
775,776,825962,511095,Small Towels,57870440,delivered
776,777,139214,906215,Small Plastic Shoes,33567614,cancelled
777,778,431160,983802,Concrete Bacon,65028243,in transit
778,779,446030,436635,Small Cotton Chicken,59575908,pending
779,780,178833,410563,Fantastic Metal Soap,4073289,returned
780,781,289042,809570,Ergonomic Table,16143951,delivered
781,782,382741,809570,Chicken,15082466,in transit
782,783,309248,762116,Cheese,47640751,cancelled
783,784,214539,891740,New Rubber Shoes,50094865,in transit
784,785,234275,917609,Sausages,32992010,cancelled
785,786,92128,828922,Generic Towels,29028381,delivered
786,787,536583,919470,Hat,46159582,cancelled
787,788,211189,799340,New Metal Chair,97284175,pending
788,789,293649,337240,Steel Ball,9064456,cancelled
789,790,843028,981620,Ergonomic Plastic Mouse,64706166,pending
790,791,677007,666265,Soft Tuna,26455350,in transit
791,792,532538,441642,Sleek Bacon,93904821,delivered
792,793,351493,813030,Steel Chips,33328112,in transit
793,794,638467,547194,Awesome Computer,56604966,delivered
794,795,146590,795175,Used Granite Ball,30514284,in transit
795,796,51115,338598,Wooden Cheese,60871382,cancelled
796,797,98480,543093,Soft Computer,17352216,returned
797,798,577089,464057,Rubber Bike,80549693,pending
798,799,258034,387354,For repair Concrete Chicken,72557014,delivered
799,800,913315,858132,Concrete Chips,96580044,cancelled
800,801,820177,688380,Granite Soap,17682061,delivered
801,802,937079,261662,Licensed Granite Towels,40010124,cancelled
802,803,55098,375665,Gorgeous Frozen Pizza,48419264,cancelled
803,804,996766,443600,Pants,15466978,returned
804,805,447830,798532,Chicken,62743966,delivered
805,806,792266,940703,Fresh Hat,23519586,delivered
806,807,53730,324386,Wooden Salad,20032930,in transit
807,808,752616,893186,Chicken,73432760,returned
808,809,621694,833412,Towels,93714317,pending
809,810,580737,509917,Handcrafted Cotton Computer,43621991,in transit
810,811,248521,563035,Frozen Gloves,1453329,returned
811,812,471521,363715,Incredible Tuna,96780067,pending
812,813,245737,523067,Licensed Sausages,41912139,pending
813,814,695171,729608,Salad,21258926,cancelled
814,815,646194,278707,Generic Soft Cheese,90601586,cancelled
815,816,525458,509917,Wooden Cheese,6031273,in transit
816,817,769098,731034,New Bacon,73881328,pending
817,818,405546,314395,For repair Fish,7746433,pending
818,819,5980,248997,Sausages,48476875,cancelled
819,820,789766,306370,Incredible Steel Fish,41572155,returned
820,821,962510,765148,Gorgeous Gloves,72387985,pending
821,822,393231,169025,Handmade Tuna,231455,in transit
822,823,595141,413557,Generic Cotton Car,18417289,returned
823,824,453435,338598,Intelligent Concrete Mouse,70792399,pending
824,825,604151,209993,Chair,53897300,pending
825,826,756548,424180,Bike,71077687,returned
826,827,305426,628320,Mouse,6460753,cancelled
827,828,398725,419234,Concrete Fish,63723249,delivered
828,829,63730,561915,Chicken,51700693,delivered
829,830,176129,164206,Awesome Concrete Table,88971663,returned
830,831,370723,951818,Unbranded Concrete Salad,85444431,pending
831,832,840008,390027,Incredible Cotton Cheese,34422643,in transit
832,833,510406,161597,Ergonomic Frozen Pants,79789810,returned
833,834,886558,986559,New Chair,57671443,delivered
834,835,756548,694423,Bike,71077687,cancelled
835,836,717545,825321,Awesome Tuna,54994823,delivered
836,837,529869,837135,Intelligent Cheese,61089213,delivered
837,838,214539,782717,New Rubber Shoes,50094865,returned
838,839,937021,898373,Bacon,7304263,cancelled
839,840,771036,322491,Handmade Granite Pants,56308317,delivered
840,841,115792,830117,Wooden Chair,9469426,in transit
841,842,507764,210794,Rustic Bacon,37088281,returned
842,843,919553,445292,Generic Ball,20568660,returned
843,844,645871,121296,Rustic Granite Bacon,31391163,delivered
844,845,112142,990743,Intelligent Wooden Tuna,73943783,returned
845,846,315552,172215,New Frozen Pizza,68631311,cancelled
846,847,517581,180145,Pizza,30509461,returned
847,848,771036,137404,Handmade Granite Pants,56308317,delivered
848,849,48310,874858,Towels,47871622,cancelled
849,850,624069,165791,Steel Cheese,18225070,pending
850,851,528757,776304,Incredible Chicken,33899986,pending
851,852,411167,931080,Licensed Wooden Computer,36815773,delivered
852,853,678481,610898,Metal Chips,6389084,delivered
853,854,525458,889803,Wooden Cheese,6031273,pending
854,855,85638,623119,Gloves,3262645,delivered
855,856,409740,990743,Keyboard,25570843,returned
856,857,782962,717717,For repair Soap,55102738,returned
857,858,781901,439441,Licensed Plastic Bike,34241300,delivered
858,859,665799,177263,Handmade Metal Pants,50255981,pending
859,860,717545,508523,Awesome Tuna,54994823,cancelled
860,861,148970,320963,Concrete Bacon,58449590,pending
861,862,492224,730774,Handmade Cotton Bike,9382485,delivered
862,863,465225,787734,Pizza,29453464,delivered
863,864,586238,445019,Used Hat,78622260,returned
864,865,521897,306370,Practical Plastic Sausages,66899670,pending
865,866,919553,358911,Generic Ball,20568660,pending
866,867,248010,454528,Mouse,66088591,delivered
867,868,619305,547683,Refined Salad,64763496,pending
868,869,178907,383981,Concrete Salad,42758596,delivered
869,870,835447,872994,Granite Chicken,53904112,returned
870,871,999676,168759,Generic Wooden Shoes,37133450,cancelled
871,872,415223,763148,Incredible Fresh Mouse,12533688,pending
872,873,413925,175165,Gloves,85858735,returned
873,874,740609,821870,Handcrafted Gloves,64314997,in transit
874,875,952976,485514,Awesome Frozen Towels,18058061,in transit
875,876,983422,840122,Shoes,47059190,pending
876,877,914976,379278,Towels,56122347,cancelled
877,878,139214,149705,Small Plastic Shoes,33567614,delivered
878,879,25400,662626,Sleek Plastic Hat,54900715,cancelled
879,880,982642,658702,Gently Used Car,37578687,returned
880,881,677576,932590,Handmade Gloves,58753924,cancelled
881,882,870292,344628,Frozen Mouse,39294209,returned
882,883,539776,319331,Rubber Keyboard,90972806,returned
883,884,24072,690751,Rubber Shoes,79665625,pending
884,885,435898,416602,Used Cotton Car,79717238,cancelled
885,886,990364,305369,Ergonomic Cheese,94919040,in transit
886,887,864994,415472,Gently Used Sausages,61729368,pending
887,888,847102,332743,Cheese,84795514,delivered
888,889,471085,441456,Incredible Chair,16621524,returned
889,890,147729,755641,Licensed Sausages,3568131,cancelled
890,891,177145,300874,Incredible Concrete Towels,44862642,pending
891,892,835396,432243,Handmade Concrete Bike,4795276,cancelled
892,893,721862,854865,For repair Salad,48383864,cancelled
893,894,672443,837135,Cheese,31176207,pending
894,895,701189,935183,Refined Fresh Chair,71539971,cancelled
895,896,318350,198499,Gorgeous Wooden Pants,41333194,delivered
896,897,419849,434354,Soft Soap,23836521,delivered
897,898,736896,817105,Incredible Plastic Chips,69843602,in transit
898,899,483587,577311,Sausages,67981639,returned
899,900,108895,521793,Soap,47169971,returned
900,901,245976,599117,Tasty Car,80114397,returned
901,902,212479,919324,Gorgeous Concrete Chips,72573555,returned
902,903,937080,215577,Gently Used Wooden Sausages,58886748,delivered
903,904,601950,874858,Refined Fish,80892280,cancelled
904,905,384349,746910,Ergonomic Bacon,96827949,in transit
905,906,467737,963147,Shirt,88921184,delivered
906,907,447169,907523,Gorgeous Cotton Shirt,82301577,returned
907,908,176129,755720,Awesome Concrete Table,88971663,in transit
908,909,819140,830777,New Chicken,84272329,in transit
909,910,620013,730774,Wooden Fish,69979691,returned
910,911,588097,315233,Incredible Plastic Fish,85198716,pending
911,912,672918,330878,Chair,21105412,pending
912,913,431160,698367,Concrete Bacon,65028243,pending
913,914,340161,710993,Cotton Pants,3649238,delivered
914,915,952291,439441,Fantastic Cotton Sausages,85197877,cancelled
915,916,164500,177028,Awesome Fresh Chicken,10425970,returned
916,917,113505,170441,Computer,78648083,cancelled
917,918,48310,207998,Towels,47871622,returned
918,919,433349,230248,Gorgeous Shoes,7661012,pending
919,920,361600,199583,Intelligent Soap,27192341,delivered
920,921,802160,170023,Bike,61434066,returned
921,922,782962,224617,For repair Soap,55102738,cancelled
922,923,599842,163392,Steel Keyboard,73613648,delivered
923,924,692462,876438,For repair Bike,71654111,in transit
924,925,315736,816498,Sausages,52647791,delivered
925,926,295243,779786,Sleek Cotton Towels,77929856,delivered
926,927,783910,755641,Rubber Ball,81087851,returned
927,928,861016,445019,Ergonomic Chicken,21509215,in transit
928,929,711331,275639,Frozen Soap,76386959,in transit
929,930,749759,234661,Fresh Pants,17087565,in transit
930,931,909864,520932,Fresh Bacon,19877909,in transit
931,932,160389,880863,Used Chips,21201727,delivered
932,933,142876,655512,New Table,55239608,returned
933,934,139104,467854,Mouse,82846107,cancelled
934,935,349561,523067,Rustic Metal Table,61075552,returned
935,936,621694,741230,Towels,93714317,in transit
936,937,976530,391984,Handmade Cotton Fish,40162984,pending
937,938,990364,610797,Ergonomic Cheese,94919040,cancelled
938,939,736896,378312,Incredible Plastic Chips,69843602,returned
939,940,646336,956341,Awesome Steel Shoes,28470929,returned
940,941,450502,841003,For repair Fish,61364885,returned
941,942,259814,874263,Fantastic Shoes,299487,returned
942,943,393777,461854,Practical Sausages,97947507,cancelled
943,944,299938,628320,Sausages,83767123,in transit
944,945,779616,163657,Generic Car,4562917,in transit
945,946,743051,745183,Generic Fish,49888738,pending
946,947,203579,284550,Metal Hat,4818151,cancelled
947,948,580737,131372,Handcrafted Cotton Computer,43621991,in transit
948,949,802405,640095,Gorgeous Concrete Mouse,83620936,cancelled
949,950,819140,398695,New Chicken,84272329,returned
950,951,802405,891247,Gorgeous Concrete Mouse,83620936,delivered
951,952,983422,569334,Shoes,47059190,delivered
952,953,610589,484086,Refined Keyboard,30590318,in transit
953,954,889567,177794,Incredible Keyboard,7210663,pending
954,955,253550,550879,Small Chair,23660128,cancelled
955,956,732023,194785,Wooden Chicken,63941152,pending
956,957,482041,242844,Metal Salad,37070229,returned
957,958,413925,120177,Gloves,85858735,delivered
958,959,996766,824274,Pants,15466978,delivered
959,960,98480,226752,Soft Computer,17352216,delivered
960,961,646194,663422,Generic Soft Cheese,90601586,pending
961,962,111688,830777,Generic Pants,99989686,returned
962,963,971556,919470,Unbranded Tuna,37868152,in transit
963,964,12114,809570,Used Rubber Bike,53983218,cancelled
964,965,342182,960626,Fantastic Steel Shoes,60616550,cancelled
965,966,883751,391984,Steel Bike,49838152,delivered
966,967,814357,535083,Plastic Shoes,53540792,returned
967,968,701189,300874,Refined Fresh Chair,71539971,returned
968,969,624069,539148,Steel Cheese,18225070,returned
969,970,372831,397270,Chicken,93380865,pending
970,971,95211,278707,Small Granite Soap,49345647,pending
971,972,929762,963147,Frozen Car,7435056,delivered
972,973,949945,744774,Hat,60388917,delivered
973,974,230323,443565,Handmade Cotton Ball,10043273,delivered
974,975,116676,562805,Refined Mouse,61073744,delivered
975,976,619305,490143,Refined Salad,64763496,in transit
976,977,25785,752979,New Soft Keyboard,50299848,in transit
977,978,207685,255982,Rustic Fish,11167746,in transit
978,979,900349,172084,Car,81902429,returned
979,980,964194,879528,Gorgeous Pizza,87531984,pending
980,981,505593,359855,Metal Keyboard,61199107,in transit
981,982,461487,622807,Wooden Chips,81378740,pending
982,983,530338,280912,Rubber Pants,42098641,cancelled
983,984,461305,619843,Tuna,80138626,in transit
984,985,65103,730951,Granite Fish,7139766,delivered
985,986,456100,666334,Used Gloves,41810152,returned
986,987,466722,775699,Gently Used Plastic Mouse,29735331,delivered
987,988,207685,265930,Rustic Fish,11167746,pending
988,989,239579,560554,Used Pants,68123060,delivered
989,990,584854,741963,Pizza,89063480,returned
990,991,949945,515886,Hat,60388917,delivered
991,992,447830,703987,Chicken,62743966,pending
992,993,376668,390027,Fish,59538963,cancelled
993,994,575420,903781,Frozen Bike,11012529,delivered
994,995,387909,671921,Handmade Steel Keyboard,20270558,cancelled
995,996,203579,899414,Metal Hat,4818151,cancelled
996,997,714180,817105,Rubber Ball,35314867,delivered
997,998,446136,678040,Gorgeous Cotton Hat,34253859,delivered
998,999,769872,843306,Gloves,5435847,delivered
999,1000,853205,123341,Sleek Frozen Chicken,66044372,returned
